file_path,category,foreground_label,background_label
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/YU10g6Ou2A58_10.000_20.000.wav,Alarm_bell_ringing,,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/YUhrqWmzFf8A_60.000_70.000.wav,"Alarm_bell_ringing,Speech",Speech,Alarm_bell_ringing
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/YVafgccb1ubk_320.000_330.000.wav,"Alarm_bell_ringing,Speech",Speech,Alarm_bell_ringing
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/YWmOE-cfIJe0_8.000_18.000.wav,"Alarm_bell_ringing,Speech",Speech,Alarm_bell_ringing
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/YXiu_VGdKi4o_0.000_4.000.wav,Alarm_bell_ringing,,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/YYTdVeMwwYkY_11.000_21.000.wav,Alarm_bell_ringing,,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/YYaTkV4qCqQc_19.000_29.000.wav,"Alarm_bell_ringing,Speech",Speech,Alarm_bell_ringing
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y_CZzm6jUxbo_30.000_40.000.wav,"Alarm_bell_ringing,Speech",Speech,Alarm_bell_ringing
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y_KNIJQJ-CHA_30.000_40.000.wav,Alarm_bell_ringing,,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y_YoIeZgxdAI_0.000_10.000.wav,"Alarm_bell_ringing,dog+dog_bark",dog+dog_bark,Alarm_bell_ringing
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/YaeEdZ2Pd7Mo_10.000_20.000.wav,"Alarm_bell_ringing,Speech",Speech,Alarm_bell_ringing
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Yb2o_IFW-9HQ_2.000_12.000.wav,Alarm_bell_ringing,,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/YbRUUPDD_nSQ_22.000_32.000.wav,"Alarm_bell_ringing,Speech",Speech,Alarm_bell_ringing
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Ybm0xs7iYwo4_60.000_70.000.wav,"Alarm_bell_ringing,Speech",Speech,Alarm_bell_ringing
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/YfjcfhE22AVQ_540.000_550.000.wav,Alarm_bell_ringing,,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Yl8ImMjuK29M_330.000_340.000.wav,Alarm_bell_ringing,,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/YmOfTDGOGBpI_160.000_170.000.wav,"Alarm_bell_ringing,Running_water",Running_water,Alarm_bell_ringing
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/YoFcRyerYBfM_30.000_40.000.wav,Alarm_bell_ringing,,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/YqGDaSUy-llQ_0.000_9.000.wav,Alarm_bell_ringing,,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Yr4auqsn1UuA_430.000_440.000.wav,Alarm_bell_ringing,,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/YrzAqETGwotg_20.000_30.000.wav,"Alarm_bell_ringing,Speech",Speech,Alarm_bell_ringing
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/YtLgYuO-w638_0.000_10.000.wav,Alarm_bell_ringing,,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/YtNr5TNpI_SY_30.000_40.000.wav,Alarm_bell_ringing,,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/YxnwwsEEJvdk_200.000_210.000.wav,"Alarm_bell_ringing,Speech",Speech,Alarm_bell_ringing
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/YyNNf4uTzPjQ_10.000_20.000.wav,Alarm_bell_ringing,,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/YylADXwDnjwY_550.000_560.000.wav,Alarm_bell_ringing,,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/YzNvgZ5QPAFI_30.000_40.000.wav,"Alarm_bell_ringing,Speech",Speech,Alarm_bell_ringing
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y0Am7X758-Ek_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y0F40MJSfsDw_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y0GGO5npJzWI_0.000_10.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y0QtmEs-OOsA_21.000_31.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y0SjvusZqA3w_0.000_6.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y0UKzyBqyhGc_27.000_37.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y0W_gYR6p-D0_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y0_K6OKtoBBU_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y0b06i5LzIFw_26.000_36.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y0crSdgvedhc_150.000_160.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y0kOj9aZEySE_21.000_31.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y0owoOrZH2mI_28.000_38.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y0q1Ytfn8yMU_10.000_20.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y0rJwumFz1O0_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y0uab4-3d6MM_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y0v87UfMga5U_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y15nVe6RwUNM_19.000_29.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y16ccKlJF5H8_6.000_16.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y16th_TIPv84_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y17tk_fp4eJ0_50.000_60.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y19UTZe1Gwj4_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y1DVyj_Q5f0A_12.000_22.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y1FUMr2pDTn0_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y1H0jwhMaS70_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y1Kxgh-Eciz0_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y1MPwoS-R83A_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y1NwoL7fn1Qk_40.000_50.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y1QAZc5vOLlE_10.000_20.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y1QxDi-op6Qg_27.000_37.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y1RNq7dbRpWU_16.000_26.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y1UgCfEUzfqo_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y1Unp4vddTlM_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y1VQZAJgvzWI_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y1VyUmkngG5g_10.000_20.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y1b1b-9_AcFg_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y1ci9EhneRNs_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y1dgBCUaZVAQ_21.000_31.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y1sLF9mlF1yg_2.000_12.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y1szSQEuQ5WM_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y1tHhN-4fTiU_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y1tJdV9lG8dI_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y1vEjPObCs-c_6.000_16.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y1x2dJASMVi4_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y1zYsKe5HhsQ_21.000_31.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y2-dHuNPOmFg_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y221Ia1cD5dQ_22.000_32.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y28yk3SrpV9Q_20.000_30.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y29-H4jj5UsE_24.000_34.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y2CSHWGtuxAY_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y2DaEW8tcMvo_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y2EuM56yo0BM_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y2IvNEoXArxU_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y2KFRad_OEVM_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y2KjNkHQ8dvI_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y2Kz8a9S_Izs_11.000_21.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y2MFWzrk_KTM_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y2OoPfRnajZQ_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y2UGVSzh2bpQ_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y2YFsREAuJv4_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y2_07VckX0oU_21.000_31.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y2_Fl6KD9xZQ_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y2ePpNRwWoOc_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y2gCoy1QSPKM_10.000_20.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y2gs0Ltt5niY_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y2gvtmPZBNqw_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y2j8pxiFvElM_0.000_5.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y2nSWjsRllr8_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y2pFAkhUv7HQ_19.000_29.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y2rEjHi9VQM0_7.000_17.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y2sZhC_mKeic_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y2smnPw-cEps_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y2tpNtgOTI7M_21.000_31.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y2tvbXTF_MOA_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y2wG2Ar6VRMU_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y2wN-zr2MB2A_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y3-Q-3tZRaLI_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y3-Yw2TJQX4M_13.000_23.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y30N8kpX42Nc_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y30jyF9zlHXU_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y323uKBR-l4o_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y34_hvcz2g3s_25.000_35.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y34nb4_NIs_4_13.000_23.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y369SnL621UI_0.000_10.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y3Ez6bhUGPKk_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y3G6CJHZEVYM_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y3GC8vah5aHU_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y3Glt9M8l_OA_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y3HrhMbXIuEk_18.000_28.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y3N0eacoj16s_6.000_16.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y3P_hZmAbPuI_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y3QOZzr4qCsg_20.000_30.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y3REDa7Da7Dk_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y3UjvVNXo91s_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y3Vu_2_YBeTk_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y3dVfAVhlAVo_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y3fdw7WJRVQc_19.000_29.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y3gXb8hq1Vk8_25.000_35.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y3gjF-cVb_m4_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y3n--reua_a0_27.000_37.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y3tPbl-78nZ8_0.000_4.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y46Ui0WCPoNk_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y48qlec3i3Ds_25.000_35.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y4BK-071pAfI_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y4BmkuLnWy1U_120.000_130.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y4MdNHt91DHM_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y4MqedZrHths_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y4OYKkAqdYbI_0.000_10.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y4P7p_EIdIeY_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y4UHlvxbSsJY_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y4VD4FGVS2nM_10.000_20.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y4VmVMns3514_50.000_60.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y4XHI4u7VidE_30.000_40.000.wav,Cat,Cat,
/DATA_ROOT/Desktop/matcher/Datasets/DESED/data/dataset/audio/train/weak/Y4_MSTYZF8ns_0.000_10.000.wav,Cat,Cat,
